"bill_id","session_id","bill_number","status","status_desc","status_date","title","description","committee_id","committee","last_action_date","last_action","url","state_link"
1631974,2002,"SB0003",4,"Passed","3/22/2023","AN ACT to amend Tennessee Code Annotated, Title 7, Chapter 51, Part 14, relative to adult-oriented performances.","As enacted, creates an offense for a person who engages in an adult cabaret performance on public property or in a location where the adult cabaret performance could be viewed by a person who is not an adult. - Amends TCA Title 7, Chapter 51, Part 14.",0,"","3/22/2023","Effective date(s) 04/01/2023","https://legiscan.com/TN/bill/SB0003/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0003&ga=113"
1631976,2002,"SB0004",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 49, Chapter 50, Part 10, relative to deaf mentor programs.","As enacted, establishes a deaf mentor and parent advisor program to assist families in implementing bilingual and bicultural home-based programming for young children who are deaf, hard of hearing, or deaf-blind at the Tennessee Schools for the Deaf and the West Tennessee School for the Deaf. - Amends TCA Title 49, Chapter 50, Part 10.",0,"","5/17/2023","Effective date(s) 07/01/2023","https://legiscan.com/TN/bill/SB0004/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0004&ga=113"
1631977,2002,"HB0001",4,"Passed","3/22/2023","AN ACT to amend Tennessee Code Annotated, Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71, relative to medical care of the young.","As enacted, prohibits a healthcare provider from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex. - Amends TCA Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71.",0,"","3/22/2023","Comp. became Pub. Ch. 1","https://legiscan.com/TN/bill/HB0001/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0001&ga=113"
1631978,2002,"SB0001",4,"Passed","3/22/2023","AN ACT to amend Tennessee Code Annotated, Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71, relative to medical care of the young.","As enacted, prohibits a healthcare provider from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex. - Amends TCA Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71.",0,"","3/22/2023","Effective date(s) 07/01/2023","https://legiscan.com/TN/bill/SB0001/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0001&ga=113"
1632052,2002,"HB0002",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 9; Title 14; Title 29, Chapter 20 and Section 49-7-159, and Chapter 896 of the Public Acts of 2022, relative to COVID-19.","As enacted, makes permanent various provisions regarding COVID-19. - Amends TCA Title 9; Title 14; Title 29, Chapter 20 and Section 49-7-159 and Chapter 896 of the Public Acts of 2022.",0,"","5/17/2023","Comp. became Pub. Ch. 48","https://legiscan.com/TN/bill/HB0002/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0002&ga=113"
1634379,2002,"SB0011",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 9; Title 14; Title 29, Chapter 20 and Section 49-7-159, and Chapter 896 of the Public Acts of 2022, relative to COVID-19.","As enacted, makes permanent various provisions regarding COVID-19. - Amends TCA Title 9; Title 14; Title 29, Chapter 20 and Section 49-7-159 and Chapter 896 of the Public Acts of 2022.",0,"","5/17/2023","Effective date(s) 03/21/2023","https://legiscan.com/TN/bill/SB0011/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0011&ga=113"
1634436,2002,"HB0005",4,"Passed","4/25/2023","AN ACT to amend Tennessee Code Annotated, Title 39 and Title 40, relative to certain offenses against persons.","As enacted, requires that a person convicted of especially aggravated kidnapping, aggravated rape, or rape be sentenced from within at least Range II for the offense. - Amends TCA Title 39 and Title 40.",0,"","4/25/2023","Effective date(s) 07/01/2023","https://legiscan.com/TN/bill/HB0005/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0005&ga=113"
1636530,2002,"SB0012",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 49, Chapter 6, relative to the Tennessee Education Savings Account Pilot Program.","As enacted, expands the eligibility criteria for an education savings account to include students zoned to attend an LEA with at least three schools identified as priority schools in 2015, and at least three schools identified as being in the bottom 10 percent of schools in 2017. - Amends TCA Title 49, Chapter 6.",0,"","5/17/2023","Effective date(s) 05/05/2023","https://legiscan.com/TN/bill/SB0012/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0012&ga=113"
1637133,2002,"HB0009",4,"Passed","3/22/2023","AN ACT to amend Tennessee Code Annotated, Title 7, Chapter 51, Part 14, relative to adult-oriented performances.","As enacted, creates an offense for a person who engages in an adult cabaret performance on public property or in a location where the adult cabaret performance could be viewed by a person who is not an adult. - Amends TCA Title 7, Chapter 51, Part 14.",0,"","3/22/2023","Comp. became Pub. Ch. 2","https://legiscan.com/TN/bill/HB0009/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0009&ga=113"
1638443,2002,"SB0013",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 40, relative to fines.","As enacted, prohibits a court clerk, upon request by an individual on a payment or installment plan, from requiring the individual to pay outstanding court-assessed fines, fees, taxes, or costs arising from a criminal proceeding during the 180-day period following the individual's release from a term of imprisonment sentence of one year or more for a felony offense; excludes from this provision restitution owed to a victim and certain fines, fees, taxes, or costs that have been sent to a collection agency. - Amends TCA Title 40.",0,"","5/17/2023","Effective date(s) 05/05/2023","https://legiscan.com/TN/bill/SB0013/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0013&ga=113"
1638635,2002,"SB0014",4,"Passed","5/3/2023","AN ACT to amend Tennessee Code Annotated, Title 38, Chapter 6 and Title 39, Chapter 13, Part 5, relative to sexual assault evidence collection kits.","As enacted, requires the bureau to provide quarterly updates to legislative committees on its efforts to hire and train employees within the forensic services division and the average amount of time taken to perform forensic analysis on evidence in cases involving sexual offenses; requires the bureau, by January 1, 2025, to submit a report to legislative committees detailing any additional resources and personnel that would be required in order to perform forensic analysis on such evidence within 60 days of receipt from a law enforcement agency. - Amends TCA Title 38, Chapter 6 and Title 39, Chapter 13, Part 5.",0,"","5/3/2023","Effective date(s) 04/28/2023","https://legiscan.com/TN/bill/SB0014/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0014&ga=113"
1638640,2002,"SB0018",4,"Passed","4/25/2023","AN ACT to amend Tennessee Code Annotated, Title 39 and Title 40, relative to certain offenses against persons.","As enacted, requires that a person convicted of especially aggravated kidnapping, aggravated rape, or rape be sentenced from within at least Range II for the offense. - Amends TCA Title 39 and Title 40.",0,"","4/25/2023","Comp. became Pub. Ch. 155","https://legiscan.com/TN/bill/SB0018/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0018&ga=113"
1639487,2002,"SB0022",4,"Passed","5/3/2023","AN ACT to amend Tennessee Code Annotated, Title 38, relative to adult sexual assault response teams.","As enacted, enacts the ""Sexual Assault Response Team Act.""",0,"","5/3/2023","Effective date(s) 04/25/2023","https://legiscan.com/TN/bill/SB0022/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0022&ga=113"
1639493,2002,"SB0023",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 15, Chapter 2, relative to designating May as ""Silver Alert Awareness Month.""","As enacted, designates the month of May as ""Silver Alert Awareness Month."" - Amends TCA Title 15, Chapter 2.",0,"","3/23/2023","Effective date(s) 03/14/2023","https://legiscan.com/TN/bill/SB0023/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0023&ga=113"
1639495,2002,"SB0019",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Section 40-32-101, relative to expunction of records.","As enacted, authorizes the expunction of public records, without cost, of a person who has been charged with a felony or a misdemeanor if the charge is abated by death. - Amends TCA Section 40-32-101.",0,"","5/17/2023","Effective date(s) 05/05/2023","https://legiscan.com/TN/bill/SB0019/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0019&ga=113"
1639560,2002,"SB0027",4,"Passed","5/3/2023","AN ACT to amend Tennessee Code Annotated, Title 8, Chapter 44, relative to public meetings.","As enacted, requires a legislative body for a municipal, metropolitan, or county government to make available to the public, at no charge and at least 48 hours prior to a meeting, the agenda for the upcoming meeting in a place accessible to the public; authorizes such body to deliberate or act upon matters not listed on the agenda if the body follows its bylaws or properly adopted rules and procedures and complies with all other applicable state laws. - Amends TCA Title 8, Chapter 44.",0,"","5/3/2023","Effective date(s) 04/25/2023","https://legiscan.com/TN/bill/SB0027/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0027&ga=113"
1640192,2002,"SB0053",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 13, Part 3 and Title 4, Chapter 29, relative to the Sam Davis memorial association, board of trustees.","As enacted, extends the Sam Davis memorial association, board of trustees to June 30, 2029. - Amends TCA Title 4, Chapter 13, Part 3 and Title 4, Chapter 29.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0053/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0053&ga=113"
1640193,2002,"SB0055",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 49, Chapter 6, Part 22, relative to the state textbook and instructional materials quality commission.","As enacted, extends the state textbook and instructional materials quality commission to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 49, Chapter 6, Part 22.",0,"","4/18/2023","Comp. became Pub. Ch. 136","https://legiscan.com/TN/bill/SB0055/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0055&ga=113"
1640194,2002,"SB0059",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 8, Chapter 34, relative to the Tennessee consolidated retirement system, board of trustees.","As enacted, extends the Tennessee consolidated retirement system, board of trustees to June 30, 2029. - Amends TCA Title 4, Chapter 29 and Title 8, Chapter 34.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0059/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0059&ga=113"
1640196,2002,"SB0064",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 49, Chapter 13, relative to the Tennessee public charter school commission.","As enacted, extends the Tennessee public charter school commission to June 30, 2026. - Amends TCA Title 4, Chapter 29 and Title 49, Chapter 13.",0,"","4/18/2023","Effective date(s) 04/04/2023","https://legiscan.com/TN/bill/SB0064/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0064&ga=113"
1640197,2002,"SB0034",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 63, Chapter 10, relative to the board of pharmacy.","As enacted, extends the board of pharmacy to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 63, Chapter 10.",0,"","3/23/2023","Comp. became Pub. Ch. 32","https://legiscan.com/TN/bill/SB0034/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0034&ga=113"
1640198,2002,"SB0043",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 4, Chapter 3, relative to the department of safety.","As enacted, extends the department of safety to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 4, Chapter 3.",0,"","4/18/2023","Effective date(s) 04/04/2023","https://legiscan.com/TN/bill/SB0043/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0043&ga=113"
1640200,2002,"SB0032",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 63, Chapter 6, relative to the board of medical examiners.","As enacted, extends the board of medical examiners to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 63, Chapter 6.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0032/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0032&ga=113"
1640202,2002,"SB0045",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 68, Chapter 121, relative to the elevator and amusement device safety board.","As enacted, extends the elevator and amusement device safety board to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 68, Chapter 121.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0045/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0045&ga=113"
1640204,2002,"SB0061",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 11, Chapter 7, relative to the Tennessee heritage conservation trust fund board of trustees.","As enacted, extends the Tennessee heritage conservation trust fund board of trustees to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 11, Chapter 7.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0061/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0061&ga=113"
1640206,2002,"SB0049",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 64, Chapter 9, relative to the Megasite Authority of West Tennessee.","As enacted, extends the Megasite Authority of West Tennessee to June 30, 2025. - Amends TCA Title 4, Chapter 29 and Title 64, Chapter 9.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0049/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0049&ga=113"
1640207,2002,"SB0048",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 68, Chapter 7, relative to the medical cannabis commission.","As enacted, extends the medical cannabis commission to June 30, 2025. - Amends TCA Title 4, Chapter 29 and Title 68, Chapter 7.",0,"","3/23/2023","Comp. became Pub. Ch. 33","https://legiscan.com/TN/bill/SB0048/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0048&ga=113"
1640208,2002,"SB0030",4,"Passed","3/22/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 8, Chapter 30, relative to the board of appeals for the department of human resources.","As enacted, extends the board of appeals for the department of human resources to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 8, Chapter 30.",0,"","3/22/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0030/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0030&ga=113"
1640210,2002,"SB0046",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 27 and Title 4, Chapter 29, relative to the employee suggestion award board.","As enacted, extends the employee suggestion award board to June 30, 2027. - Amends TCA Title 4, Chapter 27 and Title 4, Chapter 29.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0046/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0046&ga=113"
1640211,2002,"SB0039",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 4, Chapter 3, relative to the department of environment and conservation.","As enacted, extends the department of environment and conservation to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 4, Chapter 3.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0039/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0039&ga=113"
1640213,2002,"SB0036",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 53, relative to the controlled substance database committee.","As enacted, extends the controlled substance database committee to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 53.",0,"","3/23/2023","Comp. became Pub. Ch. 29","https://legiscan.com/TN/bill/SB0036/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0036&ga=113"
1640215,2002,"SB0065",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 58, Chapter 7, relative to the Tennessee state veterans' homes board.","As enacted, extends the Tennessee state veterans' homes board to June 30, 2026; requires the board to report back to the education, health, and general welfare joint evaluation committee by December 31, 2023, to update the committee on its progress in addressing the findings set forth in the November 2022 performance audit report. - Amends TCA Title 4, Chapter 29 and Title 58, Chapter 7.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0065/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0065&ga=113"
1640217,2002,"SB0067",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 65, Chapter 31, relative to the underground utility damage enforcement board.","As enacted, extends the underground utility damage enforcement board to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 65, Chapter 31.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0067/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0067&ga=113"
1640218,2002,"SB0038",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 4, Chapter 3, relative to the department of commerce and insurance.","As enacted, extends the department of commerce and insurance to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 4, Chapter 3.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0038/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0038&ga=113"
1640220,2002,"SB0063",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 33, Chapter 11, relative to the Tennessee opioid abatement council.","As enacted, extends the Tennessee opioid abatement council to June 30, 2025. - Amends TCA Title 4, Chapter 29 and Title 33, Chapter 11.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0063/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0063&ga=113"
1640223,2002,"SB0058",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 69, Chapter 3, relative to the Tennessee board of water quality, oil, and gas.","As enacted, extends the Tennessee board of water quality, oil, and gas to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 69, Chapter 3.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0058/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0058&ga=113"
1640227,2002,"SB0050",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 12, Chapter 4, Part 4, relative to the prevailing wage commission.","As enacted, extends the prevailing wage commission to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 12, Chapter 4, Part 4.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0050/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0050&ga=113"
1640228,2002,"SB0037",4,"Passed","5/17/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29; Title 4, Chapter 3 and Title 37, relative to the department of children's services.","As enacted, extends the department of children's services to June 30, 2024; requires the department to submit quarterly reports to the chairs of the government operations committees to provide updates on the department's progress in addressing performance audit findings; requires the department to appear before the education, health, and general welfare joint evaluation committee no later than June 30, 2023, to present information included in the department's six-month follow-up report submitted to the comptroller of the treasury. - Amends TCA Title 4, Chapter 29; Title 4, Chapter 3 and Title 37.",0,"","5/17/2023","Effective date(s) 05/05/2023","https://legiscan.com/TN/bill/SB0037/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0037&ga=113"
1640230,2002,"SB0066",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 68, Chapter 211, Part 1, relative to the underground storage tanks and solid waste disposal control board.","As enacted, extends the underground storage tanks and solid waste disposal control board to June 30, 2027; establishes minimum attendance requirement for board members and requires removal of members who do not meet the requirement. - Amends TCA Title 4, Chapter 29 and Title 68, Chapter 211, Part 1.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0066/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0066&ga=113"
1640231,2002,"SB0031",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 68, Chapter 122, relative to the board of boiler rules.","As enacted, extends the board of boiler rules to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 68, Chapter 122.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0031/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0031&ga=113"
1640234,2002,"SB0054",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 56, Chapter 32, relative to the selection panel for TennCare reviewers.","As enacted, extends the selection panel for TennCare reviewers to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 56, Chapter 32.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0054/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0054&ga=113"
1640236,2002,"SB0033",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 63, Chapter 7, relative to the board of nursing.","As enacted, extends the board of nursing to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 63, Chapter 7.",0,"","3/23/2023","Comp. became Pub. Ch. 31","https://legiscan.com/TN/bill/SB0033/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0033&ga=113"
1640238,2002,"SB0052",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 63, Chapter 11, Part 5, relative to the Psychology Interjurisdictional Compact Act.","As enacted, extends the Psychology Interjurisdictional Compact Act to June 30, 2031. - Amends TCA Title 4, Chapter 29 and Title 63, Chapter 11, Part 5.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0052/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0052&ga=113"
1640240,2002,"SB0042",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 4, Chapter 3, relative to the department of intellectual and developmental disabilities.","As enacted, extends the department of intellectual and developmental disabilities to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 4, Chapter 3.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0042/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0042&ga=113"
1640241,2002,"SB0057",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 37, Chapter 5, Part 3, relative to the statewide community services agency.","As enacted, extends the statewide community services agency to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 37, Chapter 5, Part 3.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0057/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0057&ga=113"
1640242,2002,"SB0044",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 11, Chapter 25, relative to the Doe Mountain recreation authority.","As enacted, extends the Doe Mountain recreation authority to June 30, 2029. - Amends TCA Title 4, Chapter 29 and Title 11, Chapter 25.",0,"","3/23/2023","Comp. became Pub. Ch. 30","https://legiscan.com/TN/bill/SB0044/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0044&ga=113"
1640243,2002,"SB0068",4,"Passed","5/17/2023","AN ACT relative to agency rules scheduled to expire pursuant to the provisions of the Uniform Administrative Procedures Act, compiled in Tennessee Code Annotated, Title 4, Chapter 5.","As enacted, continues permanent rules filed with the secretary of state between January 1, 2022, and December 31, 2022, that are in effect on the effective date of this act until repealed or amended by subsequent rule of the appropriate rulemaking agency or until otherwise superseded by legislative enactment. - Amends TCA Title 4, Chapter 5.",0,"","5/17/2023","Effective date(s) 05/05/2023","https://legiscan.com/TN/bill/SB0068/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0068&ga=113"
1640246,2002,"SB0035",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 49, Chapter 7, Part 8, relative to the board of trustees of the college savings trust fund program.","As enacted, extends the board of trustees of the college savings trust fund program to June 30, 2029. - Amends TCA Title 4, Chapter 29 and Title 49, Chapter 7, Part 8.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0035/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0035&ga=113"
1640247,2002,"SB0051",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 63, Chapter 11, Part 4, relative to the professional art therapist advisory committee of the board of examiners in psychology.","As enacted, extends the professional art therapist advisory committee of the board of examiners in psychology to June 30, 2024. - Amends TCA Title 4, Chapter 29 and Title 63, Chapter 11, Part 4.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0051/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0051&ga=113"
1640250,2002,"SB0060",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 43, Chapter 29, relative to the Tennessee corn promotion board.","As enacted, extends the Tennessee corn promotion board to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 43, Chapter 29.",0,"","3/23/2023","Effective date(s) 03/06/2023","https://legiscan.com/TN/bill/SB0060/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0060&ga=113"
1640251,2002,"SB0056",4,"Passed","3/23/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 50, Chapter 7, relative to the state unemployment compensation advisory council.","As enacted, extends the state unemployment compensation advisory council to June 30, 2028. - Amends TCA Title 4, Chapter 29 and Title 50, Chapter 7.",0,"","3/23/2023","Comp. became Pub. Ch. 34","https://legiscan.com/TN/bill/SB0056/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0056&ga=113"
1640252,2002,"SB0041",4,"Passed","4/18/2023","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 29 and Title 4, Chapter 3, relative to the department of human resources.","As enacted, extends the department of human resources to June 30, 2027. - Amends TCA Title 4, Chapter 29 and Title 4, Chapter 3.",0,"","4/18/2023","Effective date(s) 03/31/2023","https://legiscan.com/TN/bill/SB0041/2023","https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0041&ga=113"
