"","Post","Date","Url","Author","Full.Text"
"1","Target promo","2024-04-29 14:05:33.0","http://twitter.com/korikillette/statuses/1784947130148295042","korikillette","@taylorswift13 @Target Eat The Rich... start here.. She endorses Biden because his Admin has promised she will be left of the menu... The dems love this everyone must pay their fair share.. unless your on the Team... Taylor is on the Team and its all about $$ not her Simps or Fans.. Reseasrch"
"2","Target promo","2024-04-29 13:41:55.0","http://twitter.com/MM52358/statuses/1784941185963806891","MM52358","@taylorswift13 @Target Some songs sound like a Spurned woman You cant force smeone to love you There was a guy who liked me he would show up at tr lites when Iwent for walks,came by told him I wsnt home & Ive liked guys who ddnt like me Yrs later I was thankful one didnt like me bc I found out things"
"3","Target promo","2024-04-28 19:47:54.0","http://twitter.com/Katheri88030256/statuses/1784670898215067802","Katheri88030256","@taylorswift13 @Target Pps.. Please don't play So Long London in London.. ITS NOT LONDONS FAULT! #sadsong #TTPD @taylorswift13 🤍😭"
"4","Target promo","2024-04-26 22:29:13.0","http://twitter.com/jayybird_22/statuses/1783986721497002466","jayybird_22","Ever since someone on TikTok said that this is the ghost of her lover sitting with her rather than just light coming in I can’t unsee it. Plus the record comes in “ghost white or phantom clear”. And there’s a lyric that says “my beloved ghost & me sitting in a tree D-Y-I-N-G” 🤯"
"5","Target promo","2024-04-25 23:23:49.0","http://twitter.com/ForbesLTM/statuses/1783638073340780900","ForbesLTM","@taylorswift13 @Target Careless Whisper - George Michael Acoustic Guitar Cover https://t.co/9muNoQesSq"
"6","Target promo","2024-04-25 00:01:53.0","http://twitter.com/daphnetorio/statuses/1783285264703443420","daphnetorio","@taylorswift13 @Target I knew this was gonna destroy me"
"7","Target promo","2024-04-22 12:45:08.0","http://twitter.com/TheGagerRager/statuses/1782390180084638140","TheGagerRager","@taylorswift13 @Target One eye symbolism. Wake up sheeple, she's a witch/Satanist. Can't believe this many people aren't self-aware."
"8","Target promo","2024-04-22 02:58:13.0","http://twitter.com/Daniel67525844/statuses/1782242475295273364","Daniel67525844","@taylorswift13 @Target #SpellborneCreate $PARAM $BUBBLE $TRIP $PIXIZ $RCADE $MON"
"9","Target promo","2024-04-22 02:48:35.0","http://twitter.com/Daniel67525844/statuses/1782240053042847866","Daniel67525844","@taylorswift13 @Target I am currently providing liquidity on Curve for @MetaStreetXYZ $LCT and earning XP each day! Join my crew to start earning XP double-digit yields! https://t.co/78sDWy8njU"
"10","Target promo","2024-04-22 01:11:10.0","http://twitter.com/FGDawn/statuses/1782215538371878974","FGDawn","To me this reads like holding ur stomach when ur pregnant 🤰...."
"11","Target promo","2024-04-20 16:35:12.0","http://twitter.com/noahfosterboy20/statuses/1781723300231819311","noahfosterboy20","@taylorswift13 @Target Hi taylor Swift I a fan I love your song"
"12","Target promo","2024-04-20 00:32:31.0","http://twitter.com/cocomo5258210/statuses/1781481033147318539","cocomo5258210","@taylorswift13 @Target Follow For Follow Back"
"13","Target promo","2024-04-20 00:23:19.0","http://twitter.com/cats_meow_17/statuses/1781478720521318688","cats_meow_17","@taylorswift13 copy acquired so excited to be extremely careful and barely open it 🤍🩶🖤 https://t.co/Y4VRDvI1sU"
"14","Target promo","2024-04-20 00:20:06.0","http://twitter.com/SamSaav16/statuses/1781477907522851201","SamSaav16","@taylorswift13 @Target This lyric was so heartbreakingly relatable :("
"15","Target promo","2024-04-19 13:11:21.0","http://twitter.com/MouseBlack2/statuses/1781309614296068387","MouseBlack2","@taylorswift13 @Target Cat Mice & Animals Toys by OurPet's :https://t.co/KpvW4PZehi"
"16","Target promo","2024-04-19 11:09:27.0","http://twitter.com/Icegelsymposium/statuses/1781278935436988624","Icegelsymposium","@taylorswift13 @Target I want to buy that Album 😍😍😍🤍🤍🤍✌🏻"
"17","Target promo","2024-04-19 06:07:03.0","http://twitter.com/Truthcatcher77/statuses/1781202834987639188","Truthcatcher77","@taylorswift13 @Target Another one eye thing. Yawn. Yes we get it. You’re a sell out soulless puppet witch. Guess what? You loose."
"18","Target promo","2024-04-19 05:14:56.0","http://twitter.com/TRUMP_WON_2O2O/statuses/1781189718404948168","TRUMP_WON_2O2O","@taylorswift13 @Target I rearranged the movie Shimmer Lake so that the chapters play chronologically instead of in reverse like the original. Its fun to watch it both ways! 5.1F Surround Sound. Shimmer Lake Forwards *Fan Edit* https://t.co/6y6KjJVVqB Watch it here!"
"19","Target promo","2024-04-19 05:06:28.0","http://twitter.com/loversloml/statuses/1781187589514674517","loversloml","LOML 😭"
"20","Target promo","2024-04-19 04:05:46.0","http://twitter.com/MarcyTchr/statuses/1781172312504443291","MarcyTchr","@taylorswift13 @Target moments of anger & sadness, but it is exactly what you are addicted to. You cannot accept somebody may not want you or the life you have to offer. You said ""I miss you bt I miss sparklying"" n made your choice. You prefer 'fame' than a real lover or companion. yr choice, bt now..."
"21","Target promo","2024-04-19 02:29:19.0","http://twitter.com/othcassandra/statuses/1781148038464954638","othcassandra","I apolog…. Actually no no I don’t! Fuck the apologies! The highlight of my night come in 1 hour and 31 mins! #TaylorSwift"
"22","Target promo","2024-04-19 02:23:12.0","http://twitter.com/DiFigliaF/statuses/1781146500917035272","DiFigliaF","@taylorswift13 @Target This is a fucking devil worshipping baby blood drinking lunatic . She runs an underground underaged women sex ring . She’s the ring leader . Fuck this whore"
"23","Target promo","2024-04-18 21:16:19.0","http://twitter.com/MaddieAiredale/statuses/1781069272317366559","MaddieAiredale","@taylorswift13 @Target Play on Adele lyrics...???"
"24","Target promo","2024-04-18 20:37:31.0","http://twitter.com/BButter818/statuses/1781059508111868046","BButter818","@taylorswift13 @Target Taylor: https://t.co/NSsgzBclck"
"25","Target promo","2024-04-18 18:39:59.0","http://twitter.com/literarynessa/statuses/1781029927858397286","literarynessa","oh Taylor but you'll remember it all too well"
"26","Target promo","2024-04-18 18:09:58.0","http://twitter.com/TucsonSwifties/statuses/1781022372285550916","TucsonSwifties","@taylorswift13 @Target How do you define “all?”"
"27","Target promo","2024-04-18 15:34:25.0","http://twitter.com/jawad_zanayed/statuses/1780983230113464666","jawad_zanayed","@taylorswift13 @Target #FREE PALESTINE 🇵🇸🇵🇸🇵🇸 #COCACOLA BOYCOTT #ISRAEL BOYCOTT #NIKE BOYCOTT #CEASEFIRE NOW 🇵🇸 🇵🇸 🇵🇸#STOP PLAYING VICTIM #DISNEY BOYCOTT #MCDONALD BOYCOTT #FOX BOYCOTT #CNN BOYCOTT # NBC BOYCOTT 🇵🇸 🇵🇸 🇵🇸"
"28","Target promo","2024-04-18 14:20:35.0","http://twitter.com/chellabey/statuses/1780964647648272809","chellabey","@taylorswift13 @Target Welcome back to 2016, Snake. 😘 @taylorswift13. 🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍 🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍"
"29","Target promo","2024-04-18 14:12:04.0","http://twitter.com/KevinandJenna/statuses/1780962505793130528","KevinandJenna","It’s so beautiful 🥹 Win yours this afternoon at 5pm! @taylorswift13 #THETORTUEDPOETSDEPARTMENT"
"30","Target promo","2024-04-18 11:33:43.0","http://twitter.com/aidelacruz/statuses/1780922656424137134","aidelacruz","“I wish I could un-recall how we almost had it all” has been my relationship status for years now. Your relatability despite your superstar status continues to amaze me, @taylorswift13 🥺🤍 Just a few hours until we hear #tsTTPD SO EXCITEDDDD❣️ https://t.co/fZik6fXxzs"
"31","Target promo","2024-04-18 05:00:22.0","http://twitter.com/JamesEd57365637/statuses/1780823663232549057","JamesEd57365637","@taylorswift13 @Target Its all or nothing and it's now or never so I close my eyes and dream forever I dream of you standing in front of the sunset with red lips rosey cheeks to complement your nice dress I will never forget you and dream I see you again even if it's just pretend in my wildest dreams https://t.co/G9rIdjrTpA"
"32","Target promo","2024-04-18 04:44:35.0","http://twitter.com/Zee6512/statuses/1780819694808957084","Zee6512","@taylorswift13 @Target Hi everyone.. I just need little help for my mother https://t.co/XTDxZRivSh"
"33","Target promo","2024-04-18 04:04:52.0","http://twitter.com/DanielleYa44607/statuses/1780809698876494083","DanielleYa44607","@taylorswift13 @Target My friend and I are flying from the US to see you on Stockholm - she’s going through a very hard time with her hopefully soon to be ex of 14 years and I just want to give her the best experience. You are our music soul sister and we have related to you since day 1"
"34","Target promo","2024-04-18 03:28:21.0","http://twitter.com/SunnyFrey/statuses/1780800506664792262","SunnyFrey","Is that the actual lyric? Too many versions! 💚 💛"
"35","Target promo","2024-04-18 02:31:11.0","http://twitter.com/Rich67279661571/statuses/1780786120264986685","Rich67279661571","@taylorswift13 @Target DEMOCRATS NOT TRUSTED BY 🇺🇸CITIZENS SCHUMER DESTROYED🇺🇸 CONSTITUTION BY DEMS LACK OF IMPEACHMENT VOTES OF HLS SEC. 🇺🇸DEMOCRACY BROKEN/DOJ/FBI/NEWS MEDIA ALL BIAS 🇺🇸BORDER LAWS VIOLATED BY DEMOCRATS BIDEN FAMILY SOLD OUT🇺🇸FOR💵 DEMOCRATS LOST HONOR/TRUST FROM🇺🇸CITIZENS"
"36","Target promo","2024-04-18 00:05:37.0","http://twitter.com/TernsCheeseHate/statuses/1780749490015604996","TernsCheeseHate","@taylorswift13 @Target Are you Fortnite"
"37","Target promo","2024-04-17 23:59:56.0","http://twitter.com/ViewsYusuf/statuses/1780748057933406533","ViewsYusuf","@taylorswift13 @Target I wish I could un-recall had we almost figured out the hidden Easter eggs and clues for the TTPD"
"38","Target promo","2024-04-17 21:38:15.0","http://twitter.com/kwjnze/statuses/1780712402012803268","kwjnze","""I wish i could un-call how we almost had it all."" ge sige ganyanan tayo eh grabe na kayo hahahaha"
"39","Target promo","2024-04-17 21:27:31.0","http://twitter.com/AdisaJim92834/statuses/1780709700650385522","AdisaJim92834","@taylorswift13 @Target Travel: https://t.co/LRz0AykPnt"
"40","Target promo","2024-04-17 21:18:19.0","http://twitter.com/KDaloha/statuses/1780707388112388391","KDaloha","@taylorswift13 @Target BJ- You forgive, You forget, BUT you Never let it GO AJ- I wish I could un-recall 😭😭😭"
"41","Target promo","2024-04-17 19:57:54.0","http://twitter.com/mortezaultra/statuses/1780687146950468022","mortezaultra","@taylorswift13 @Target Shooting down a woman in the middle of the street for the crime of protesting against a soldier who is armed to the teeth- if this is not terrorism, what is?https://t.co/UBDE9xb5xY https://t.co/41UcWwysBd #LETTER4U"
"42","Target promo","2024-04-17 18:59:11.0","http://twitter.com/ExpertMatriss/statuses/1780672373856837716","ExpertMatriss","@taylorswift13 @Target Ordered ✅"
"43","Target promo","2024-04-17 17:14:56.0","http://twitter.com/grimthedegen/statuses/1780646135037882809","grimthedegen","@taylorswift13 @Target Pre-ORDERED THE ALBUM AND BOUGHT SOME $SWEEF https://t.co/6IkFXIJQvn"
"44","Target promo","2024-04-17 15:52:47.0","http://twitter.com/mattfrazer44/statuses/1780625464245264804","mattfrazer44","Hello my son is A long time fan of your music Bern hard few years everyone supports each other I hope can send him an autograph https://t.co/JrM4dkZotE"
"45","Target promo","2024-04-17 13:29:42.0","http://twitter.com/ms_mikaaa/statuses/1780589454425743709","ms_mikaaa","@taylorswift13 @Target THE LYRIC?? HELLO???"
"46","Target promo","2024-04-17 11:50:56.0","http://twitter.com/not_krizzha/statuses/1780564597889695993","not_krizzha","“i wish i could un-recall how we almost had it all” ay shet tlaga naman, nasakto nanaman pagiging broken sa new album"
"47","Target promo","2024-04-17 11:50:08.0","http://twitter.com/swiftiekpop13/statuses/1780564397674692886","swiftiekpop13","if the post-mortem theory is true,then it all makes sense;we have a murder case. the victim is the relationship and the album is the autopsy which should reveal the evidence of how it died. while taylor,as the chairman of the tortured poets department,is presenting it in court"
"48","Target promo","2024-04-17 09:04:04.0","http://twitter.com/bokdapp/statuses/1780522608116531683","bokdapp","@taylorswift13 @Target Hello from THE TORTURED JOB SEEKERS DEPARTMENT!"
"49","Target promo","2024-04-17 08:28:53.0","http://twitter.com/1lactiflora9/statuses/1780513751579673009","1lactiflora9","@taylorswift13 @Target i love youuu taylorrrrrrrrr"
"50","Target promo","2024-04-17 03:54:43.0","http://twitter.com/infinityxlover/statuses/1780444756549496947","infinityxlover","@taylorswift13 @Target i couldn’t resist when i first saw it so i already pre ordered it 🤍"
"51","Target promo","2024-04-17 03:52:09.0","http://twitter.com/infinityxlover/statuses/1780444111696265518","infinityxlover","@taylorswift13 @Target i might have to get this lyric tattooed on me someday"
"52","Target promo","2024-04-17 03:45:39.0","http://twitter.com/RSuns777/statuses/1780442472990097721","RSuns777","@taylorswift13 @Target @taylorswift13 why do you think I’m sad, tortured, or heartbroken for? You’re lyrics about me make no sense."
"53","Target promo","2024-04-17 03:43:17.0","http://twitter.com/xiaodi_masterx/statuses/1780441879156552176","xiaodi_masterx","#TSTTPD Can't wait!"
"54","Target promo","2024-04-17 03:39:32.0","http://twitter.com/VictorVfoc/statuses/1780440935509180785","VictorVfoc","@taylorswift13 @Target 2 DAYS (48 HOURS) FOR THE TORTURED POETS DEPARTMENT 🤍 #THETORTUREDPOETSDEPARTMENT #TSTTPD"
"55","Target promo","2024-04-17 03:08:53.0","http://twitter.com/writsbyme/statuses/1780433220741345548","writsbyme","🎯 New: WHY would Taylor Swift release an album on the HISTORIC DATE of APRIL 19TH, the biggest white supremacist celebrated holiday in history that forever lives in infamy and tragedy? 1993 Waco, Texas, 1995 Oklahoma City. Suggest pushing the release date. #TSTTPD #TaylorSwift https://t.co/AvVE6OioGg"
"56","Target promo","2024-04-17 02:34:33.0","http://twitter.com/bearcave1970/statuses/1780424582849089635","bearcave1970","@taylorswift13 @Target Taylor are you going to let Ticketmaster push bk on fans bc they are say N it is OUR Fault for Tickets Going Up Higher in Past!🤔😆😂 Maybe, send to The Court Letter or Rep,to Them that's NOT what went Wrong it's upsetting they'd say that after your name was mentioned,They Liars"
"57","Target promo","2024-04-17 02:24:30.0","http://twitter.com/AAlikesyou/statuses/1780422051242897582","AAlikesyou","These lyrics are already killing me!! I’m so excited for Friday! 😭😭😭"
"58","Target promo","2024-04-17 01:37:15.0","http://twitter.com/strugglesaurus/statuses/1780410161250639941","strugglesaurus","IM SO EXCITED FOR MORE DEVASTATING LYRICS THAT I CAN SCREAM SING ALONE IN MY CAR"
"59","Target promo","2024-04-17 01:06:35.0","http://twitter.com/ila141/statuses/1780402445367038027","ila141","@taylorswift13 @Target The world is invited to read and think about the letter Ayatollah Khamenei has written to address people around the world. You can find the letter through the link below: #LETTER4U https://t.co/xRsxNPEUAk There is a letter! https://t.co/aYIs4sKPQB"
"60","Target promo","2024-04-17 00:26:34.0","http://twitter.com/yurbymusic/statuses/1780392373752602925","yurbymusic","@taylorswift13 @Target Ooooooooo"
"61","Target promo","2024-04-17 00:10:15.0","http://twitter.com/Guccinice3/statuses/1780388268808528364","Guccinice3","@taylorswift13 @Target You're my favorite and best Taylor Swift https://t.co/iWtsIQX13M"
"62","Target promo","2024-04-16 23:00:17.0","http://twitter.com/Nikeshshahi_13/statuses/1780370657152512144","Nikeshshahi_13","@taylorswift13 @Target #TSTTPD HER POWER 🌟🌟🌟🌟🌟"
"63","Target promo","2024-04-16 22:59:47.0","http://twitter.com/Nikeshshahi_13/statuses/1780370531923243125","Nikeshshahi_13","@taylorswift13 @Target #TTPD ,🌟🌟🌟🌟🌟🌟🌟🌟"
"64","Target promo","2024-04-16 22:59:27.0","http://twitter.com/Nikeshshahi_13/statuses/1780370450234970232","Nikeshshahi_13","@taylorswift13 @Target Omg"
"65","Target promo","2024-04-16 22:42:00.0","http://twitter.com/HmhInvestments/statuses/1780366056558624946","HmhInvestments","@taylorswift13 @Target Allow me to interrupt a moment — ughhhhhhhhhh Psa jic Marsha Blackburn is really quite extraordinarily an awful human being https://t.co/wyR3A9vbzP"
"66","Target promo","2024-04-16 21:43:53.0","http://twitter.com/MorganEnglehar2/statuses/1780351432551448875","MorganEnglehar2","@taylorswift13 @Target @taylorswift13 this album is going to heal you. ✌🏼🐍🔎📚🏹🫶🏻💕🥹we’re here for you! 12-13-24🫶🏻💕"
"67","Target promo","2024-04-16 21:04:46.0","http://twitter.com/CROLOLUCIFER/statuses/1780341588331253838","CROLOLUCIFER","@taylorswift13 @Target Book me a ticket to miami"
"68","Target promo","2024-04-16 20:43:54.0","http://twitter.com/LivinWithTrolls/statuses/1780336335284265467","LivinWithTrolls","Just Did… Thank U!"
"69","Target promo","2024-04-16 20:14:37.0","http://twitter.com/facknews12/statuses/1780328967783755892","facknews12","@taylorswift13 @Target Great work"
"70","Target promo","2024-04-16 20:05:14.0","http://twitter.com/inlieuoftweets/statuses/1780326605291757831","inlieuoftweets","@taylorswift13 @Target Hey everyone! While you're eagerly awaiting Taylor Swift's new album this Friday, why not check out something a bit darker? We offer a similar vibe and think you'll enjoy our song 'Wouldn't Let You Go.' Stay tuned for our upcoming full-length album! 🎶 https://t.co/ptzjUrPjYQ"
"71","Target promo","2024-04-16 18:13:10.0","http://twitter.com/aleex_fitf/statuses/1780298402309222575","aleex_fitf","“I wish I could un-recall how we almost had it all.” definitivamente moriré el viernes"
"72","Target promo","2024-04-16 17:12:52.0","http://twitter.com/thvdaniel_/statuses/1780283229892944003","thvdaniel_","@taylorswift13 @Target am i excited ? yes. am i ready ? not exactly."
"73","Target promo","2024-04-16 17:08:19.0","http://twitter.com/thvdaniel_/statuses/1780282083677741329","thvdaniel_","this album is gonna break me"
"74","Target promo","2024-04-16 17:03:22.0","http://twitter.com/JzmcKyPoSsefEWE/statuses/1780280839374324008","JzmcKyPoSsefEWE","@taylorswift13 @Target"
"75","Target promo","2024-04-16 16:36:29.0","http://twitter.com/westemwind/statuses/1780274074738139489","westemwind","Shes usually so mediocre but then likes to shake things up by randomly being cunty for brief fleeting moments like in this photo"
"76","Target promo","2024-04-16 16:03:43.0","http://twitter.com/JStandridge_/statuses/1780265826794222058","JStandridge_","She didn't have to release a new album just a few days before my birthday. How incredibly thoughtful of her. I greatly appreciate it!"
"77","Target promo","2024-04-16 14:45:37.0","http://twitter.com/MmM66845849/statuses/1780246170197258748","MmM66845849","I died dead So what I’m trying to say is that I AM BROKE becuz of these FOUR versions"
"78","Target promo","2024-04-16 14:17:11.0","http://twitter.com/partylik1969/statuses/1780239018623709567","partylik1969","I hope nobody buys your album because it probably has subliminal messages from the devil through his puppet George Soros you are bought and sold by a bunch of pedophile Kings! There's pictures of you and Jeffrey Epstein you freak!"
"79","Target promo","2024-04-16 13:36:25.0","http://twitter.com/emonsharkar69/statuses/1780228756881248526","emonsharkar69","@taylorswift13 @Target Fuck you whore https://t.co/kig8Qu8QEO"
"80","Target promo","2024-04-16 12:44:05.0","http://twitter.com/JenniferSmjy/statuses/1780215587060244889","JenniferSmjy","The best Swift in the world."
"81","Target promo","2024-04-16 12:15:42.0","http://twitter.com/lovelylancel/statuses/1780208443065778378","lovelylancel","@taylorswift13 @Target What a great lyric"
"82","Target promo","2024-04-16 11:54:53.0","http://twitter.com/Maru20130669/statuses/1780203207844634764","Maru20130669","@taylorswift13 @Target Gorgeous"
"83","Target promo","2024-04-16 11:45:29.0","http://twitter.com/sportsdad1988/statuses/1780200838817812485","sportsdad1988","@taylorswift13 @Target @taylorswift13 can you help get the word out that these boys need help getting to there next tournament this weekend. We are new here and only way to get help to to ask. #Swifties please help us out. Even just a share will help. Love you all. ❤️❤️❤️ https://t.co/1xUETm1eN5"
"84","Target promo","2024-04-16 11:23:03.0","http://twitter.com/DipaliGain/statuses/1780195196422193390","DipaliGain","@taylorswift13 @Target I will be your exclusive virtual assistant, data entry and copy paste https://t.co/MvHVmQb2go"
"85","Target promo","2024-04-16 10:31:32.0","http://twitter.com/Astajim1967/statuses/1780182228200530360","Astajim1967","@taylorswift13 @Target O O"
"86","Target promo","2024-04-16 09:10:44.0","http://twitter.com/brocauliflower/statuses/1780161897150795820","brocauliflower","@taylorswift13 @Target I'm sorry but wtf?? tears 😭😭😭"
"87","Target promo","2024-04-16 08:41:12.0","http://twitter.com/4nd123w_/statuses/1780154464168825201","4nd123w_","It's on track to be the biggest debut week ever, and we're here for it. The antis should be mad, I mean she has the demand that other singers dont have 🤣 #TSTTPD  #THETORTUEDPOETSDEPARTMENT"
"88","Target promo","2024-04-16 07:16:43.0","http://twitter.com/TUTOR84980603/statuses/1780133202662965677","TUTOR84980603","TAYLOR, THE CAPTION."
"89","Target promo","2024-04-16 07:15:08.0","http://twitter.com/KSoltanii95360/statuses/1780132805881594073","KSoltanii95360","ohh queen i cant wait until friday"
"90","Target promo","2024-04-16 07:12:51.0","http://twitter.com/KSoltanii95360/statuses/1780132229076623815","KSoltanii95360","@taylorswift13 @Target loveee"
"91","Target promo","2024-04-16 06:51:10.0","http://twitter.com/shiniestsolit/statuses/1780126773537349921","shiniestsolit","@taylorswift13 @Target I want it I got it"
"92","Target promo","2024-04-16 06:20:52.0","http://twitter.com/lucas_tripple/statuses/1780119145784258735","lucas_tripple","@taylorswift13 @Target Have you ever read anything more controversial about Taylor Swift.? This book is true about Taylor look through it and give your honest review on the book Here is the link taylor swift: (a piece of mind) https://t.co/SH3uXyXbu6 https://t.co/lmtcRd4GKl"
"93","Target promo","2024-04-16 05:20:50.0","http://twitter.com/jiasminbd/statuses/1780104040036385238","jiasminbd","@taylorswift13 @Target Teddy Blake Chic Luxury Bag Review - Is It Worth It? A Closer Look at Teddy Blake Chic Luxury Bags Find Your Perfect Bag! Shop it Here: https://t.co/bRw64HkVK4 Use Code TBSadiaA30 for an Extra $30 Off! https://t.co/foZsscKGhC"
"94","Target promo","2024-04-16 05:11:51.0","http://twitter.com/folkhazed/statuses/1780101780569035200","folkhazed","The likes?? 😭 atp i'd be grateful if she even reach 100m"
"95","Target promo","2024-04-16 05:10:12.0","http://twitter.com/butts_pile/statuses/1780101361939427564","butts_pile","@taylorswift13 @Target Hello, my girlfriend is turning 21 this summer, and she is going to be far away from everyone she knows for an internship. I'd love if it would be possible if Taylor could say happy birthday to her because shes pretty nervous. I'm going to be really annoying for a response."
"96","Target promo","2024-04-16 04:51:54.0","http://twitter.com/shana_wasser/statuses/1780096759328370754","shana_wasser","THE WOMAN THAT YOU ARE OMGG"
"97","Target promo","2024-04-16 04:25:55.0","http://twitter.com/nikkibtimpson/statuses/1780090220681294222","nikkibtimpson","@taylorswift13 @Target Got my signed variant 🥹😭🫶🏼"
"98","Target promo","2024-04-16 03:49:24.0","http://twitter.com/VictorVfoc/statuses/1780081029534912906","VictorVfoc","@taylorswift13 @Target 3 DAYS FOR THE TORTURED POETS DEPARTMENT 🤍 #THETORTUREDPOETSDEPARTMENT #TSTTPD"
"99","Target promo","2024-04-16 03:42:28.0","http://twitter.com/CrazyBengieFB_/statuses/1780079286747013624","CrazyBengieFB_",""" The #sweet tears that please #daily..."" #TSTTPD 🌟 #TaylorSwift 🎶🎤💕 🌟 @taylorswift13 @taylornation13 @CrazyBengieFB_ ."
"100","Target promo","2024-04-16 03:41:58.0","http://twitter.com/LuisERiver66325/statuses/1780079161282805777","LuisERiver66325","@taylorswift13 @Target I LOVE YOU MOTHER"
"101","Target promo","2024-04-16 03:28:53.0","http://twitter.com/RSuns777/statuses/1780075868234072124","RSuns777","@taylorswift13 @Target @taylorswift13 we have everything love xoxoxo"
"102","Target promo","2024-04-16 02:26:45.0","http://twitter.com/azzypazzysnazzy/statuses/1780060230983864551","azzypazzysnazzy","@taylorswift13 @Target can yall help a swifie and do my shein link https://t.co/UMPJtwiz0I"
"103","Target promo","2024-04-16 02:24:45.0","http://twitter.com/djKrAzYKrAz/statuses/1780059726199300334","djKrAzYKrAz","@taylorswift13 @Target https://t.co/GfIhv1vja0 i have your next hit here waiting on u..."
"104","Target promo","2024-04-16 01:43:44.0","http://twitter.com/feather_m0/statuses/1780049403765838153","feather_m0","@taylorswift13 @Target My hero❤️In my darkest moments the only light that kept me going was your music/poetry."
"105","Target promo","2024-04-16 01:04:49.0","http://twitter.com/qwertyuiop1388d/statuses/1780039612930445712","qwertyuiop1388d","@taylorswift13 @Target It’s not available in UK and China😩😩"
"106","Target promo","2024-04-16 01:01:48.0","http://twitter.com/shirleen_swartz/statuses/1780038851123441873","shirleen_swartz","@taylorswift13 @Target I wouldn't buy it"
"107","Target promo","2024-04-16 00:37:02.0","http://twitter.com/abufathy_85/statuses/1780032620799414275","abufathy_85","@taylorswift13 @Target The author has experience in the cryptocurrency industry for 5-6 years and has achieved financial freedom. They advise learning more and not blindly investing, and suggest building a team for communication and learning. They invite private chats to join a group for better profit."
"108","Target promo","2024-04-16 00:00:30.0","http://twitter.com/SandyjamesSandy/statuses/1780023423806386673","SandyjamesSandy","@taylorswift13 @Target Art of Retirement"
"109","Target promo","2024-04-15 23:57:23.0","http://twitter.com/bihimbap/statuses/1780022639911895184","bihimbap","beside im not a poet yet im tortured (⁠༎ຶ⁠ ⁠෴⁠ ⁠༎ຶ⁠)"
"110","Target promo","2024-04-15 23:45:29.0","http://twitter.com/SwiftVwing_001/statuses/1780019645615054857","SwiftVwing_001","@taylorswift13 @Target 3 days to go 🥰"
"111","Target promo","2024-04-15 23:41:58.0","http://twitter.com/ttpdleaving/statuses/1780018762386694195","ttpdleaving","I wish I could un-recall how we almost had it all 😭😭😭 https://t.co/kHUYe73cVZ"
"112","Target promo","2024-04-15 23:21:44.0","http://twitter.com/TheGoatfox/statuses/1780013668870046011","TheGoatfox","#MusicMonday 🎶🎶🤩"
"113","Target promo","2024-04-15 23:20:52.0","http://twitter.com/snsmz1/statuses/1780013451408187684","snsmz1","@taylorswift13 @Target The author has experience in the cryptocurrency industry for 5-6 years and has achieved financial freedom. They advise learning more and not blindly investing, and suggest building a team for communication and learning. They invite private chats to join a group for better profit."
"114","Target promo","2024-04-15 23:13:31.0","http://twitter.com/DaraAlv13509596/statuses/1780011600507716043","DaraAlv13509596","@taylorswift13 @Target Love u ♥️"
"115","Target promo","2024-04-15 23:13:23.0","http://twitter.com/DaraAlv13509596/statuses/1780011569977413746","DaraAlv13509596","@taylorswift13 @Target I'm so excited for the album 😍🤍"
"116","Target promo","2024-04-15 23:10:54.0","http://twitter.com/maddyleigh3/statuses/1780010943918821403","maddyleigh3","You won’t convince this is lyric isn’t connected to the season 3 finale of Grey’s Anatomy titled - didn’t we almost have it all"
"117","Target promo","2024-04-15 22:33:58.0","http://twitter.com/rifaatrivo/statuses/1780001650003841134","rifaatrivo","@taylorswift13 @Target I'm from GAZA, please help me, share, don't stop https://t.co/et0W9Fisvt"
"118","Target promo","2024-04-15 22:14:49.0","http://twitter.com/envythewoods/statuses/1779996827560865886","envythewoods","not the lyric parallel with ciwyw MY REP HEART 💔💔💔💔💔"
"119","Target promo","2024-04-15 22:10:48.0","http://twitter.com/E_M_E_N_E_A/statuses/1779995819384381702","E_M_E_N_E_A","@taylorswift13 @Target That’s incredible ❤️."
"120","Target promo","2024-04-15 22:09:01.0","http://twitter.com/CJMK3000/statuses/1779995368081457473","CJMK3000","@taylorswift13 I order , my mom, my friend & I a copy of target exclusive CD with The Black Dog bonus track I am super excited for Friday release I’ll be buying midnight Deluxe also which is too cool Taylor Friday will be amazing"
"121","Target promo","2024-04-15 21:56:42.0","http://twitter.com/Vodka_with_lu/statuses/1779992271670129095","Vodka_with_lu","Taylor? 😦"
